Alias	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	INSDC_last_update	Instrument	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_accession	Sample_Name	Title	environment_biome	geographic_location_country_and_or_sea	Assay_Type	BioProject	Broker_name	Center_Name	Consent	Description	ENA_checklist	INSDC_center_name	INSDC_first_public	INSDC_status	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	collection_date	environment_feature	environment_material	geographic_location_latitude	geographic_location_longitude	host_associated_environmental_package	investigation_type	project_name	sequencing_method
903318001	302	SAMEA104467482	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294137	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11796	4729	ERR2241979	ERS2085424	ERS2085424	SAMEA104467482 ERS2085424	NL-PooledPig-F1-S356	poultry	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700717001	302	SAMEA104467376	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294031	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700717001	26/07/2018	9343	4714	ERR2241873	ERS2085318	ERS2085318	SAMEA104467376 ERS2085318	NL-PooledPig-F1-S250	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
802217001	302	SAMEA104467431	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294086	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	9725	4709	ERR2241928	ERS2085373	ERS2085373	SAMEA104467431 ERS2085373	NL-PooledPig-F1-S305	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
900718001	302	SAMEA104467456	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294111	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11670	4696	ERR2241953	ERS2085398	ERS2085398	SAMEA104467456 ERS2085398	NL-PooledPig-F1-S330	poultry	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
101517001	302	SAMEA104467139	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297469	2018-01-11T15:12:08Z	Illumina HiSeq 3000	101517001_2	26/07/2018	9444	4665	ERR2245446	ERS2085081	ERS2085081	SAMEA104467139 ERS2085081	NL-PooledPig-F1-S13	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
600917001	302	SAMEA104467337	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293992	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	9904	4653	ERR2241834	ERS2085279	ERS2085279	SAMEA104467337 ERS2085279	NL-PooledPig-F1-S211	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
403617001	302	SAMEA104467282	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293937	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	11682	4647	ERR2241779	ERS2085224	ERS2085224	SAMEA104467282 ERS2085224	NL-PooledPig-F1-S156	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
320617001	302	SAMEA104467213	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293868	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	11535	4626	ERR2241710	ERS2085155	ERS2085155	SAMEA104467213 ERS2085155	NL-PooledPig-F1-S87	pig	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
901617001	302	SAMEA104467465	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294120	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	9777	4619	ERR2241962	ERS2085407	ERS2085407	SAMEA104467465 ERS2085407	NL-PooledPig-F1-S339	pig	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
201017001	302	SAMEA104467178	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293833	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	10084	4618	ERR2241675	ERS2085120	ERS2085120	SAMEA104467178 ERS2085120	NL-PooledPig-F1-S52	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
600517001	302	SAMEA104467333	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297493	2018-01-11T15:12:12Z	Illumina HiSeq 3000	600517001_2	26/07/2018	9238	4612	ERR2245470	ERS2085275	ERS2085275	SAMEA104467333 ERS2085275	NL-PooledPig-F1-S207	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
200117001	302	SAMEA104467169	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293824	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	9758	4605	ERR2241666	ERS2085111	ERS2085111	SAMEA104467169 ERS2085111	NL-PooledPig-F1-S43	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
802017001	302	SAMEA104467429	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297513	2018-01-11T15:12:14Z	Illumina HiSeq 3000	802017001_2	26/07/2018	9402	4602	ERR2245490	ERS2085371	ERS2085371	SAMEA104467429 ERS2085371	NL-PooledPig-F1-S303	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
802017001	302	SAMEA104467429	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294084	2018-01-11T15:12:14Z	Illumina HiSeq 3000	802017001	26/07/2018	9372	4594	ERR2241926	ERS2085371	ERS2085371	SAMEA104467429 ERS2085371	NL-PooledPig-F1-S303	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
500717001	302	SAMEA104467295	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297481	2018-01-11T15:12:11Z	Illumina HiSeq 2500	500717001_2	26/07/2018	9150	4590	ERR2245458	ERS2085237	ERS2085237	SAMEA104467295 ERS2085237	NL-PooledPig-F1-S169	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
804017001	302	SAMEA104467449	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294104	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11573	4574	ERR2241946	ERS2085391	ERS2085391	SAMEA104467449 ERS2085391	NL-PooledPig-F1-S323	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
400217001	302	SAMEA104467249	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293904	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	11444	4570	ERR2241746	ERS2085191	ERS2085191	SAMEA104467249 ERS2085191	NL-PooledPig-F1-S123	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
401218001	302	SAMEA104467259	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293914	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	11238	4563	ERR2241756	ERS2085201	ERS2085201	SAMEA104467259 ERS2085201	NL-PooledPig-F1-S133	poultry	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
103418001	302	SAMEA104467158	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293813	2018-01-11T15:12:08Z	Illumina HiSeq 3000	Nextera TX	27/07/2018	11694	4552	ERR2241655	ERS2085100	ERS2085100	SAMEA104467158 ERS2085100	NL-PooledPig-F1-S32	poultry	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
802118001	302	SAMEA104467430	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294085	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11249	4536	ERR2241927	ERS2085372	ERS2085372	SAMEA104467430 ERS2085372	NL-PooledPig-F1-S304	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
503517001	302	SAMEA104467323	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293978	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	9315	4528	ERR2241820	ERS2085265	ERS2085265	SAMEA104467323 ERS2085265	NL-PooledPig-F1-S197	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
403017001	302	SAMEA104467276	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293931	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	11218	4505	ERR2241773	ERS2085218	ERS2085218	SAMEA104467276 ERS2085218	NL-PooledPig-F1-S150	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
201217001	302	SAMEA104467180	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293835	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	9600	4483	ERR2241677	ERS2085122	ERS2085122	SAMEA104467180 ERS2085122	NL-PooledPig-F1-S54	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
600517001	302	SAMEA104467333	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293988	2018-01-11T15:12:12Z	Illumina HiSeq 3000	600517001	26/07/2018	8993	4471	ERR2241830	ERS2085275	ERS2085275	SAMEA104467333 ERS2085275	NL-PooledPig-F1-S207	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
801617001	200	SAMEA104467425	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294080	2018-01-11T15:12:14Z	Illumina HiSeq 2500	Nextera TX	26/07/2018	6566	4452	ERR2241922	ERS2085367	ERS2085367	SAMEA104467425 ERS2085367	NL-PooledPig-F1-S299	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
903818001	302	SAMEA104467487	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294142	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11064	4397	ERR2241984	ERS2085429	ERS2085429	SAMEA104467487 ERS2085429	NL-PooledPig-F1-S361	poultry	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
100117001	202	SAMEA104467127	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293782	2018-01-11T15:12:08Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	6814	4392	ERR2241624	ERS2085069	ERS2085069	SAMEA104467127 ERS2085069	NL-PooledPig-F1-S1	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502517001	302	SAMEA104467313	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293968	2018-01-11T15:12:11Z	Illumina HiSeq 3000	502517001	26/07/2018	8809	4384	ERR2241810	ERS2085255	ERS2085255	SAMEA104467313 ERS2085255	NL-PooledPig-F1-S187	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
320917002	302	SAMEA104467216	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293871	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	9245	4371	ERR2241713	ERS2085158	ERS2085158	SAMEA104467216 ERS2085158	NL-PooledPig-F1-S90	pig	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
503717001	302	SAMEA104467325	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293980	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	8352	4343	ERR2241822	ERS2085267	ERS2085267	SAMEA104467325 ERS2085267	NL-PooledPig-F1-S199	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
701117001	302	SAMEA104467380	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294035	2018-01-11T15:12:13Z	Illumina HiSeq 3000	701117001	26/07/2018	8683	4341	ERR2241877	ERS2085322	ERS2085322	SAMEA104467380 ERS2085322	NL-PooledPig-F1-S254	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
401417001	302	SAMEA104467260	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293915	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	10748	4330	ERR2241757	ERS2085202	ERS2085202	SAMEA104467260 ERS2085202	NL-PooledPig-F1-S134	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
901517001	302	SAMEA104467464	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294119	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	9133	4326	ERR2241961	ERS2085406	ERS2085406	SAMEA104467464 ERS2085406	NL-PooledPig-F1-S338	pig	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
100117003	202	SAMEA104467129	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293784	2018-01-11T15:12:08Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	6673	4291	ERR2241626	ERS2085071	ERS2085071	SAMEA104467129 ERS2085071	NL-PooledPig-F1-S3	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
701117001	302	SAMEA104467380	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297512	2018-01-11T15:12:13Z	Illumina HiSeq 3000	701117001_2	26/07/2018	8523	4276	ERR2245489	ERS2085322	ERS2085322	SAMEA104467380 ERS2085322	NL-PooledPig-F1-S254	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
802918001	302	SAMEA104467438	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294093	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	10670	4255	ERR2241935	ERS2085380	ERS2085380	SAMEA104467438 ERS2085380	NL-PooledPig-F1-S312	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502517001	302	SAMEA104467313	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297486	2018-01-11T15:12:11Z	Illumina HiSeq 3000	502517001_2	26/07/2018	8516	4242	ERR2245463	ERS2085255	ERS2085255	SAMEA104467313 ERS2085255	NL-PooledPig-F1-S187	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
